id_geografia,cve_geo,entidad,municipio,abreviatura_entidad,latitud,longitud
474,13010,HIDALGO,ATITALAQUIA,HG,20.0332957,-99.1316063
475,13011,HIDALGO,ATLAPEXCO,HG,21.010161,-98.2053472
477,13013,HIDALGO,ATOTONILCO DE TULA,HG,20.002796,-99.1312687
476,13012,HIDALGO,ATOTONILCO EL GRANDE,HG,20.1712774,-98.4008622
478,13014,HIDALGO,CALNALI,HG,20.534984,-98.3500716
479,13015,HIDALGO,CARDONAL,HG,20.3648199,-99.0701448
481,13017,HIDALGO,CHAPANTONGO,HG,20.1707136,-99.2447632
482,13018,HIDALGO,CHAPULHUACÁN,HG,21.0933904,-98.5416515
483,13019,HIDALGO,CHILCUAUTLA,HG,20.1951462,-99.1354288
480,13016,HIDALGO,CUAUTEPEC DE HINOJOSA,HG,20.0207692,-98.1835057
473,13009,HIDALGO,EL ARENAL,HG,20.1317126,-98.5439764
484,13020,HIDALGO,ELOXOCHITLÁN,HG,20.4448183,-98.4832907
485,13021,HIDALGO,EMILIANO ZAPATA,HG,19.392523,-98.3250698
486,13022,HIDALGO,EPAZOYUCAN,HG,20.0104878,-98.3810353
487,13023,HIDALGO,FRANCISCO I. MADERO,HG,20.1442668,-99.0520017
488,13024,HIDALGO,HUASCA DE OCAMPO,HG,20.1213,-98.3439413
489,13025,HIDALGO,HUAUTLA,HG,21.0152992,-98.1712555
490,13026,HIDALGO,HUAZALINGO,HG,20.5849089,-98.3027894
491,13027,HIDALGO,HUEHUETLA,HG,20.27371,-98.0442328
492,13028,HIDALGO,HUEJUTLA DE REYES,HG,21.0821163,-98.2514142
493,13029,HIDALGO,HUICHAPAN,HG,20.2231127,-99.390425
494,13030,HIDALGO,IXMIQUILPAN,HG,20.2905524,-99.1307585
495,13031,HIDALGO,JACALA DE LEDEZMA,HG,21.0029867,-99.1118848
496,13032,HIDALGO,JALTOCÁN,HG,21.0759275,-98.3217966
497,13033,HIDALGO,JUÁREZ HIDALGO,HG,20.470138,-98.49439
504,13040,HIDALGO,LA MISIÓN,HG,21.055791,-99.0723472
498,13034,HIDALGO,LOLOTLA,HG,20.5028192,-98.430224
499,13035,HIDALGO,METEPEC,HG,20.1418277,-98.1919792
501,13037,HIDALGO,METZTITLÁN,HG,20.354092,-98.455092
515,13051,HIDALGO,MINERAL DE LA REFORMA,HG,20.0420537,-98.4145725
502,13038,HIDALGO,MINERAL DEL CHICO,HG,20.1256054,-98.4352424
503,13039,HIDALGO,MINERAL DEL MONTE,HG,20.0825768,-98.4017508
505,13041,HIDALGO,MIXQUIAHUALA DE JUÁREZ,HG,20.1345768,-99.1249673
506,13042,HIDALGO,MOLANGO DE ESCAMILLA,HG,20.4711394,-98.4350929
507,13043,HIDALGO,NICOLÁS FLORES,HG,20.4604,-99.0902
549,13999,HIDALGO,NO ESPECIFICADO,HG,,
508,13044,HIDALGO,NOPALA DE VILLAGRÁN,HG,20.1506805,-99.3839258
509,13045,HIDALGO,OMITLÁN DE JUÁREZ,HG,20.10102,-98.38551
512,13048,HIDALGO,PACHUCA DE SOTO,HG,20.0720495,-98.4413202
511,13047,HIDALGO,PACULA,HG,21.0302955,-99.1745957
513,13049,HIDALGO,PISAFLORES,HG,21.1141215,-99.002159
514,13050,HIDALGO,PROGRESO DE OBREGÓN,HG,20.1453503,-99.1121692
500,13036,HIDALGO,SAN AGUSTÍN METZQUITITLÁN,HG,20.3157367,-98.3819036
516,13052,HIDALGO,SAN AGUSTÍN TLAXIACA,HG,20.0656379,-98.5312399
517,13053,HIDALGO,SAN BARTOLO TUTOTEPEC,HG,20.2356914,-98.1207415
510,13046,HIDALGO,SAN FELIPE ORIZATLÁN,HG,21.1015397,-98.3628135
518,13054,HIDALGO,SAN SALVADOR,HG,20.1704445,-99.0056174
519,13055,HIDALGO,SANTIAGO DE ANAYA,HG,20.2257295,-98.5750229
520,13056,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,HG,20.0221095,-98.2125223
521,13057,HIDALGO,SINGUILUCAN,HG,19.5803,-98.3102
522,13058,HIDALGO,TASQUILLO,HG,20.330638,-99.1845202
523,13059,HIDALGO,TECOZAUTLA,HG,20.3201942,-99.3805726
524,13060,HIDALGO,TENANGO DE DORIA,HG,20.2017,-98.1336223
525,13061,HIDALGO,TEPEAPULCO,HG,19.4708426,-98.3313182
526,13062,HIDALGO,TEPEHUACÁN DE GUERRERO,HG,21.0050704,-98.5037438
527,13063,HIDALGO,TEPEJI DEL RÍO DE OCAMPO,HG,19.5418782,-99.2030531
528,13064,HIDALGO,TEPETITLÁN,HG,20.1113015,-99.2249218
529,13065,HIDALGO,TETEPANGO,HG,20.0609558,-99.0922044
531,13067,HIDALGO,TEZONTEPEC DE ALDAMA,HG,20.1133942,-99.1621658
532,13068,HIDALGO,TIANGUISTENGO,HG,20.4341565,-98.3751064
533,13069,HIDALGO,TIZAYUCA,HG,19.502792,-98.5853703
534,13070,HIDALGO,TLAHUELILPAN,HG,20.0750258,-99.1404847
535,13071,HIDALGO,TLAHUILTEPA,HG,20.5526087,-98.5700724
536,13072,HIDALGO,TLANALAPA,HG,19.4904419,-98.3614087
537,13073,HIDALGO,TLANCHINOL,HG,20.5921644,-98.3937024
538,13074,HIDALGO,TLAXCOAPAN,HG,20.0529812,-99.1317736
539,13075,HIDALGO,TOLCAYUCA,HG,19.5723728,-98.551834
540,13076,HIDALGO,TULA DE ALLENDE,HG,20.0318791,-99.203548
541,13077,HIDALGO,TULANCINGO DE BRAVO,HG,20.0450178,-98.2205062
530,13066,HIDALGO,VILLA DE TEZONTEPEC,HG,19.5247499,-98.4909444
542,13078,HIDALGO,XOCHIATIPAN,HG,20.500774,-98.1704313
543,13079,HIDALGO,XOCHICOATLÁN,HG,20.4636677,-98.4047007
544,13080,HIDALGO,YAHUALICA,HG,20.5705936,-98.2258322
545,13081,HIDALGO,ZACUALTIPÁN DE ÁNGELES,HG,20.3842653,-98.3913057
546,13082,HIDALGO,ZAPOTLÁN DE JUÁREZ,HG,19.582657,-98.5142778
547,13083,HIDALGO,ZEMPOALA,HG,19.5455428,-98.400527
548,13084,HIDALGO,ZIMAPÁN,HG,20.4417048,-99.2259207
550,14001,JALISCO,ACATIC,JC,20.4646,-102.5419
551,14002,JALISCO,ACATLÁN DE JUÁREZ,JC,20.2517,-103.3514
552,14003,JALISCO,AHUALULCO DE MERCADO,JC,20.4202,-103.583
553,14004,JALISCO,AMACUECA,JC,20.0038,-103.3546
554,14005,JALISCO,AMATITÁN,JC,20.5006,-103.4348
555,14006,JALISCO,AMECA,JC,20.3255,-104.0235
557,14008,JALISCO,ARANDAS,JC,20.422,-102.2025
559,14010,JALISCO,ATEMAJAC DE BRIZUELA,JC,20.0822018,-103.4328328
560,14011,JALISCO,ATENGO,JC,20.1632,-104.1404
561,14012,JALISCO,ATENGUILLO,JC,20.2453,-104.2933
562,14013,JALISCO,ATOTONILCO EL ALTO,JC,20.3302,-102.3015
563,14014,JALISCO,ATOYAC,JC,20.0038,-103.3059
564,14015,JALISCO,AUTLÁN DE NAVARRO,JC,19.4617,-104.2155
565,14016,JALISCO,AYOTLÁN,JC,20.3141,-102.1942
566,14017,JALISCO,AYUTLA,JC,20.0745,-104.2052
568,14019,JALISCO,BOLAÑOS,JC,21.4951132,-103.4653399
569,14020,JALISCO,CABO CORRIENTES,JC,20.1906,-105.1926
570,14021,JALISCO,CASIMIRO CASTILLO,JC,19.3613,-104.2605
666,14117,JALISCO,CAÑADAS DE OBREGÓN,JC,21.0855,-102.4107
579,14030,JALISCO,CHAPALA,JC,20.1736,-103.1123
580,14031,JALISCO,CHIMALTITÁN,JC,21.4643915,-103.4650541
581,14032,JALISCO,CHIQUILISTLÁN,JC,20.0519,-103.5129
571,14022,JALISCO,CIHUATLÁN,JC,19.1418036,-104.3346792
573,14024,JALISCO,COCULA,JC,20.2203,-103.4927
574,14025,JALISCO,COLOTLÁN,JC,22.0702,-103.1553
575,14026,JALISCO,CONCEPCIÓN DE BUENOS AIRES,JC,19.5843,-103.1526
576,14027,JALISCO,CUAUTITLÁN DE GARCÍA BARRAGÁN,JC,19.2659,-104.2125
577,14028,JALISCO,CUAUTLA,JC,20.1205,-104.2427
578,14029,JALISCO,CUQUÍO,JC,20.5539,-103.0126
582,14033,JALISCO,DEGOLLADO,JC,20.2651,-102.0806
583,14034,JALISCO,EJUTLA,JC,19.5423,-104.0943
558,14009,JALISCO,EL ARENAL,JC,20.4634,-103.4138
586,14037,JALISCO,EL GRULLO,JC,19.4827,-104.1256
603,14054,JALISCO,EL LIMÓN,JC,19.4928,-104.0908
619,14070,JALISCO,EL SALTO,JC,20.311,-103.1054
584,14035,JALISCO,ENCARNACIÓN DE DÍAZ,JC,21.3128,-102.1359
585,14036,JALISCO,ETZATLÁN,JC,20.4602,-104.0442
587,14038,JALISCO,GUACHINANGO,JC,20.3435,-104.2238
588,14039,JALISCO,GUADALAJARA,JC,20.4035,-103.2032
628,14079,JALISCO,GÓMEZ FARÍAS,JC,19.474,-103.2823
589,14040,JALISCO,HOSTOTIPAQUILLO,JC,21.0329,-104.0301
591,14042,JALISCO,HUEJUQUILLA EL ALTO,JC,22.3743,-103.5339
590,14041,JALISCO,HUEJÚCAR,JC,22.2144,-103.1242
593,14044,JALISCO,IXTLAHUACÁN DE LOS MEMBRILLOS,JC,20.205689,-103.1134678
594,14045,JALISCO,IXTLAHUACÁN DEL RÍO,JC,20.5151,-103.1421
595,14046,JALISCO,JALOSTOTITLÁN,JC,21.1007,-102.274
596,14047,JALISCO,JAMAY,JC,20.1740199,-102.4234981
597,14048,JALISCO,JESÚS MARÍA,JC,20.3627,-102.1312
598,14049,JALISCO,JILOTLÁN DE LOS DOLORES,JC,19.2214,-103.0111
599,14050,JALISCO,JOCOTEPEC,JC,20.1704,-103.2531
600,14051,JALISCO,JUANACATLÁN,JC,20.3034,-103.1002
601,14052,JALISCO,JUCHITLÁN,JC,20.050188,-104.0546497
567,14018,JALISCO,LA BARCA,JC,20.1725,-102.3231
592,14043,JALISCO,LA HUERTA,JC,19.2906,-104.3836
606,14057,JALISCO,LA MANZANILLA DE LA PAZ,JC,20.0016,-103.09
602,14053,JALISCO,LAGOS DE MORENO,JC,21.2123,-101.5545
604,14055,JALISCO,MAGDALENA,JC,20.5423,-103.5834
607,14058,JALISCO,MASCOTA,JC,20.3132,-104.4656
608,14059,JALISCO,MAZAMITLA,JC,19.5502,-103.0113
609,14060,JALISCO,MEXTICACÁN,JC,21.1547,-102.464
610,14061,JALISCO,MEZQUITIC,JC,22.2324,-103.4341241
611,14062,JALISCO,MIXTLÁN,JC,20.2626,-104.2432
675,14999,JALISCO,NO ESPECIFICADO,JC,,
612,14063,JALISCO,OCOTLÁN,JC,20.2105,-102.4605
613,14064,JALISCO,OJUELOS DE JALISCO,JC,21.5151,-101.3536
614,14065,JALISCO,PIHUAMO,JC,19.1508781,-103.2230135
615,14066,JALISCO,PONCITLÁN,JC,20.2253,-102.5527
616,14067,JALISCO,PUERTO VALLARTA,JC,20.3649,-105.1338
618,14069,JALISCO,QUITUPAN,JC,19.5539545,-102.5219749
620,14071,JALISCO,SAN CRISTÓBAL DE LA BARRANCA,JC,21.024,-103.2545
621,14072,JALISCO,SAN DIEGO DE ALEJANDRÍA,JC,20.5935,-101.5937
662,14113,JALISCO,SAN GABRIEL,JC,19.4452018,-103.4559249
674,14125,JALISCO,SAN IGNACIO CERRO GORDO,JC,20.4435,-102.321
622,14073,JALISCO,SAN JUAN DE LOS LAGOS,JC,21.1452,-102.1958
556,14007,JALISCO,SAN JUANITO DE ESCOBEDO,JC,20.4801683,-104.0003549
623,14074,JALISCO,SAN JULIÁN,JC,21.0035,-102.1051
624,14075,JALISCO,SAN MARCOS,JC,20.4724,-104.1151
625,14076,JALISCO,SAN MARTÍN DE BOLAÑOS,JC,21.4100803,-103.4851116
626,14077,JALISCO,SAN MARTÍN HIDALGO,JC,20.2606,-103.5543
627,14078,JALISCO,SAN MIGUEL EL ALTO,JC,21.015,-102.2353
647,14098,JALISCO,SAN PEDRO TLAQUEPAQUE,JC,20.3819,-103.1826
629,14080,JALISCO,SAN SEBASTIÁN DEL OESTE,JC,20.4539,-104.5106
630,14081,JALISCO,SANTA MARÍA DE LOS ÁNGELES,JC,22.1024,-103.1323
605,14056,JALISCO,SANTA MARÍA DEL ORO,JC,19.3515,-102.543
631,14082,JALISCO,SAYULA,JC,19.5301,-103.355
632,14083,JALISCO,TALA,JC,20.3909,-103.421
633,14084,JALISCO,TALPA DE ALLENDE,JC,20.2253,-104.4905
634,14085,JALISCO,TAMAZULA DE GORDIANO,JC,19.4035,-103.15
635,14086,JALISCO,TAPALPA,JC,19.5644,-103.4515
636,14087,JALISCO,TECALITLÁN,JC,19.281,-103.1824
638,14089,JALISCO,TECHALUTA DE MONTENEGRO,JC,20.0427,-103.3306
637,14088,JALISCO,TECOLOTLÁN,JC,20.1213,-104.0242
639,14090,JALISCO,TENAMAXTLÁN,JC,20.1307,-104.0937
640,14091,JALISCO,TEOCALTICHE,JC,21.2604,-102.3413
641,14092,JALISCO,TEOCUITATLÁN DE CORONA,JC,20.0536,-103.2248
642,14093,JALISCO,TEPATITLÁN DE MORELOS,JC,20.4903,-102.4526
643,14094,JALISCO,TEQUILA,JC,20.5245982,-103.5008328
644,14095,JALISCO,TEUCHITLÁN,JC,20.4107,-103.5057
645,14096,JALISCO,TIZAPÁN EL ALTO,JC,20.0931,-103.0221
646,14097,JALISCO,TLAJOMULCO DE ZÚÑIGA,JC,20.2825,-103.2635
648,14099,JALISCO,TOLIMÁN,JC,19.36,-103.5452
649,14100,JALISCO,TOMATLÁN,JC,19.562949,-105.1442981
650,14101,JALISCO,TONALÁ,JC,20.3724,-103.1444
651,14102,JALISCO,TONAYA,JC,19.4703,-103.5815
652,14103,JALISCO,TONILA,JC,19.2439,-103.3258
653,14104,JALISCO,TOTATICHE,JC,21.5543,-103.2637
654,14105,JALISCO,TOTOTLÁN,JC,20.3237009,-102.4721183
655,14106,JALISCO,TUXCACUESCO,JC,19.4149991,-103.5900913
656,14107,JALISCO,TUXCUECA,JC,20.092,-103.1102
657,14108,JALISCO,TUXPAN,JC,19.3316,-103.222
658,14109,JALISCO,UNIÓN DE SAN ANTONIO,JC,21.0741,-102.0026
659,14110,JALISCO,UNIÓN DE TULA,JC,19.5716,-104.1552
660,14111,JALISCO,VALLE DE GUADALUPE,JC,21.0038153,-102.3703961
661,14112,JALISCO,VALLE DE JUÁREZ,JC,19.5601,-102.5625
663,14114,JALISCO,VILLA CORONA,JC,20.2459,-103.3941
664,14115,JALISCO,VILLA GUERRERO,JC,21.5859,-103.3548
665,14116,JALISCO,VILLA HIDALGO,JC,21.4028,-102.3507
617,14068,JALISCO,VILLA PURIFICACIÓN,JC,19.4309,-104.3618
667,14118,JALISCO,YAHUALICA DE GONZÁLEZ GALLO,JC,21.1057,-102.5314
668,14119,JALISCO,ZACOALCO DE TORRES,JC,20.1343,-103.3355
669,14120,JALISCO,ZAPOPAN,JC,20.4315463,-103.2320356
670,14121,JALISCO,ZAPOTILTIC,JC,19.3732,-103.2445
671,14122,JALISCO,ZAPOTITLÁN DE VADILLO,JC,19.3253311,-103.4845746
673,14124,JALISCO,ZAPOTLANEJO,JC,20.3721,-103.0351
672,14123,JALISCO,ZAPOTLÁN DEL REY,JC,20.2759,-102.5534
572,14023,JALISCO,ZAPOTLÁN EL GRANDE,JC,19.4231,-103.2751
802,16001,MICHOACÁN DE OCAMPO,ACUITZIO,MN,19.2946507,-101.1958265
803,16002,MICHOACÁN DE OCAMPO,AGUILILLA,MN,18.4403233,-102.4718167
805,16004,MICHOACÁN DE OCAMPO,ANGAMACUTIRO,MN,20.0858756,-101.4229919
806,16005,MICHOACÁN DE OCAMPO,ANGANGUEO,MN,19.3711399,-100.1707841
807,16006,MICHOACÁN DE OCAMPO,APATZINGÁN,MN,19.0514018,-102.2118952
808,16007,MICHOACÁN DE OCAMPO,APORO,MN,19.401501,-100.244006
809,16008,MICHOACÁN DE OCAMPO,AQUILA,MN,18.3556899,-103.3017115
810,16009,MICHOACÁN DE OCAMPO,ARIO,MN,19.1228106,-101.4233818
811,16010,MICHOACÁN DE OCAMPO,ARTEAGA,MN,18.2120498,-102.1724225
812,16011,MICHOACÁN DE OCAMPO,BRISEÑAS,MN,20.1616443,-102.3339807
813,16012,MICHOACÁN DE OCAMPO,BUENAVISTA,MN,19.1242247,-102.3516407
814,16013,MICHOACÁN DE OCAMPO,CARÁCUARO,MN,19.010231,-101.0737167
822,16021,MICHOACÁN DE OCAMPO,CHARAPAN,MN,19.3900609,-102.1509856
823,16022,MICHOACÁN DE OCAMPO,CHARO,MN,19.4448013,-101.0246726
824,16023,MICHOACÁN DE OCAMPO,CHAVINDA,MN,20.0024979,-102.2730905
825,16024,MICHOACÁN DE OCAMPO,CHERÁN,MN,19.4115546,-101.5717338
826,16025,MICHOACÁN DE OCAMPO,CHILCHOTA,MN,19.5057145,-102.0709974
827,16026,MICHOACÁN DE OCAMPO,CHINICUILA,MN,18.4529405,-103.2204081
828,16027,MICHOACÁN DE OCAMPO,CHUCÁNDIRO,MN,19.5359874,-101.2000209
829,16028,MICHOACÁN DE OCAMPO,CHURINTZIO,MN,20.0903455,-102.0357314
830,16029,MICHOACÁN DE OCAMPO,CHURUMUCO,MN,18.3952408,-101.3847589
815,16014,MICHOACÁN DE OCAMPO,COAHUAYANA,MN,18.4208908,-103.3946553
816,16015,MICHOACÁN DE OCAMPO,COALCOMÁN DE VÁZQUEZ PALLARES,MN,18.4637556,-103.0934397
817,16016,MICHOACÁN DE OCAMPO,COENEO,MN,19.4915541,-101.3501503
875,16074,MICHOACÁN DE OCAMPO,COJUMATLÁN DE RÉGULES,MN,20.0708394,-102.5103618
818,16017,MICHOACÁN DE OCAMPO,CONTEPEC,MN,19.5718969,-100.0952046
819,16018,MICHOACÁN DE OCAMPO,COPÁNDARO,MN,19.5337766,-101.1255098
820,16019,MICHOACÁN DE OCAMPO,COTIJA,MN,19.4837027,-102.4220959
821,16020,MICHOACÁN DE OCAMPO,CUITZEO,MN,19.5805569,-101.0822503
831,16030,MICHOACÁN DE OCAMPO,ECUANDUREO,MN,20.0945416,-102.1140439
832,16031,MICHOACÁN DE OCAMPO,EPITACIO HUERTA,MN,20.0804882,-100.1737399
833,16032,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,MN,19.351771,-101.431231
834,16033,MICHOACÁN DE OCAMPO,GABRIEL ZAMORA,MN,19.0935294,-102.0314274
835,16034,MICHOACÁN DE OCAMPO,HIDALGO,MN,19.4121663,-100.3318581
837,16036,MICHOACÁN DE OCAMPO,HUANDACAREO,MN,19.5919336,-101.1633072
838,16037,MICHOACÁN DE OCAMPO,HUANIQUEO,MN,19.5356383,-101.3018545
839,16038,MICHOACÁN DE OCAMPO,HUETAMO,MN,18.3735133,-100.5359009
840,16039,MICHOACÁN DE OCAMPO,HUIRAMBA,MN,19.3247332,-101.2616774
841,16040,MICHOACÁN DE OCAMPO,INDAPARAPEO,MN,19.4724214,-100.5806575
842,16041,MICHOACÁN DE OCAMPO,IRIMBO,MN,19.4150955,-100.2844762
843,16042,MICHOACÁN DE OCAMPO,IXTLÁN,MN,20.1006118,-102.2340646
844,16043,MICHOACÁN DE OCAMPO,JACONA,MN,19.5722759,-102.1821684
845,16044,MICHOACÁN DE OCAMPO,JIMÉNEZ,MN,19.5520159,-101.4457454
846,16045,MICHOACÁN DE OCAMPO,JIQUILPAN,MN,19.5922989,-102.4306828
914,16113,MICHOACÁN DE OCAMPO,JOSÉ SIXTO VERDUZCO,MN,20.1807863,-101.3548681
848,16047,MICHOACÁN DE OCAMPO,JUNGAPEO,MN,19.2731411,-100.2940603
847,16046,MICHOACÁN DE OCAMPO,JUÁREZ,MN,19.1844193,-100.2558049
836,16035,MICHOACÁN DE OCAMPO,LA HUACANA,MN,18.5746393,-101.4831922
870,16069,MICHOACÁN DE OCAMPO,LA PIEDAD,MN,20.2029221,-102.0121194
849,16048,MICHOACÁN DE OCAMPO,LAGUNILLAS,MN,19.3352643,-101.2453205
876,16075,MICHOACÁN DE OCAMPO,LOS REYES,MN,19.3520307,-102.2828844
853,16052,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,MN,17.5744403,-102.1152731
850,16049,MICHOACÁN DE OCAMPO,MADERO,MN,19.2331634,-101.1639416
851,16050,MICHOACÁN DE OCAMPO,MARAVATÍO,MN,19.5330025,-100.2630002
852,16051,MICHOACÁN DE OCAMPO,MARCOS CASTELLANOS,MN,19.5924857,-103.0117415
854,16053,MICHOACÁN DE OCAMPO,MORELIA,MN,19.4212182,-101.1131367
855,16054,MICHOACÁN DE OCAMPO,MORELOS,MN,20.0015307,-101.2444589
856,16055,MICHOACÁN DE OCAMPO,MÚGICA,MN,19.0143697,-102.0512243
857,16056,MICHOACÁN DE OCAMPO,NAHUATZEN,MN,19.3914664,-101.5501693
915,16999,MICHOACÁN DE OCAMPO,NO ESPECIFICADO,MN,,
858,16057,MICHOACÁN DE OCAMPO,NOCUPÉTARO,MN,19.0235868,-101.0944025
859,16058,MICHOACÁN DE OCAMPO,NUEVO PARANGARICUTIRO,MN,19.2459918,-102.0747567
860,16059,MICHOACÁN DE OCAMPO,NUEVO URECHO,MN,19.095714,-101.5207849
861,16060,MICHOACÁN DE OCAMPO,NUMARÁN,MN,20.1517639,-101.564991
862,16061,MICHOACÁN DE OCAMPO,OCAMPO,MN,19.3501852,-100.2021415
863,16062,MICHOACÁN DE OCAMPO,PAJACUARÁN,MN,20.0700818,-102.3355848
864,16063,MICHOACÁN DE OCAMPO,PANINDÍCUARO,MN,19.5902252,-101.4541255
866,16065,MICHOACÁN DE OCAMPO,PARACHO,MN,19.3850268,-102.0254483
865,16064,MICHOACÁN DE OCAMPO,PARÁCUARO,MN,19.0844783,-102.1312173
868,16067,MICHOACÁN DE OCAMPO,PENJAMILLO,MN,20.0616086,-101.5601217
869,16068,MICHOACÁN DE OCAMPO,PERIBÁN,MN,19.3114617,-102.2458278
872,16071,MICHOACÁN DE OCAMPO,PURUÁNDIRO,MN,20.0519195,-101.3054721
871,16070,MICHOACÁN DE OCAMPO,PURÉPERO,MN,19.5435867,-102.0024266
867,16066,MICHOACÁN DE OCAMPO,PÁTZCUARO,MN,19.3048952,-101.3636419
873,16072,MICHOACÁN DE OCAMPO,QUERÉNDARO,MN,19.4836099,-100.5300555
874,16073,MICHOACÁN DE OCAMPO,QUIROGA,MN,19.394963,-101.3126413
877,16076,MICHOACÁN DE OCAMPO,SAHUAYO,MN,20.0327662,-102.430047
880,16079,MICHOACÁN DE OCAMPO,SALVADOR ESCALANTE,MN,19.2421905,-101.3823272
878,16077,MICHOACÁN DE OCAMPO,SAN LUCAS,MN,18.3529079,-100.4705108
879,16078,MICHOACÁN DE OCAMPO,SANTA ANA MAYA,MN,20.003021,-101.0118346
881,16080,MICHOACÁN DE OCAMPO,SENGUIO,MN,19.4400027,-100.2108666
882,16081,MICHOACÁN DE OCAMPO,SUSUPUATO,MN,19.1254555,-100.2430001
883,16082,MICHOACÁN DE OCAMPO,TACÁMBARO,MN,19.1407932,-101.2726381
884,16083,MICHOACÁN DE OCAMPO,TANCÍTARO,MN,19.2014991,-102.2146923
885,16084,MICHOACÁN DE OCAMPO,TANGAMANDAPIO,MN,19.5714382,-102.2558082
886,16085,MICHOACÁN DE OCAMPO,TANGANCÍCUARO,MN,19.5317644,-102.1230432
887,16086,MICHOACÁN DE OCAMPO,TANHUATO,MN,20.170172,-102.1939507
888,16087,MICHOACÁN DE OCAMPO,TARETAN,MN,19.2004424,-101.5504455
889,16088,MICHOACÁN DE OCAMPO,TARÍMBARO,MN,19.4744396,-101.1035011
890,16089,MICHOACÁN DE OCAMPO,TEPALCATEPEC,MN,19.112892,-102.5037348
891,16090,MICHOACÁN DE OCAMPO,TINGAMBATO,MN,19.3006818,-101.5112515
892,16091,MICHOACÁN DE OCAMPO,TINGÜINDÍN,MN,19.4420227,-102.28591
893,16092,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLÁS ROMERO,MN,18.5401762,-100.4411234
894,16093,MICHOACÁN DE OCAMPO,TLALPUJAHUA,MN,19.4819095,-100.1024934
895,16094,MICHOACÁN DE OCAMPO,TLAZAZALCA,MN,19.581645,-102.0324046
896,16095,MICHOACÁN DE OCAMPO,TOCUMBO,MN,19.4211854,-102.3115456
897,16096,MICHOACÁN DE OCAMPO,TUMBISCATÍO,MN,18.3129284,-102.2230081
898,16097,MICHOACÁN DE OCAMPO,TURICATO,MN,19.0313529,-101.2511258
899,16098,MICHOACÁN DE OCAMPO,TUXPAN,MN,19.3404658,-100.2749602
900,16099,MICHOACÁN DE OCAMPO,TUZANTLA,MN,19.1227383,-100.342303
901,16100,MICHOACÁN DE OCAMPO,TZINTZUNTZAN,MN,19.3731577,-101.3437024
902,16101,MICHOACÁN DE OCAMPO,TZITZIO,MN,19.3507836,-100.5528745
903,16102,MICHOACÁN DE OCAMPO,URUAPAN,MN,19.2515195,-102.0346077
904,16103,MICHOACÁN DE OCAMPO,VENUSTIANO CARRANZA,MN,20.0657507,-102.39085
905,16104,MICHOACÁN DE OCAMPO,VILLAMAR,MN,20.0115081,-102.3544803
906,16105,MICHOACÁN DE OCAMPO,VISTA HERMOSA,MN,20.1623214,-102.2825126
907,16106,MICHOACÁN DE OCAMPO,YURÉCUARO,MN,20.202792,-102.1656731
908,16107,MICHOACÁN DE OCAMPO,ZACAPU,MN,19.4907027,-101.4734295
909,16108,MICHOACÁN DE OCAMPO,ZAMORA,MN,19.5900886,-102.1709448
911,16110,MICHOACÁN DE OCAMPO,ZINAPÉCUARO,MN,19.5136989,-100.4939299
910,16109,MICHOACÁN DE OCAMPO,ZINÁPARO,MN,20.102348,-101.5955587
912,16111,MICHOACÁN DE OCAMPO,ZIRACUARETIRO,MN,19.2501694,-101.5436678
913,16112,MICHOACÁN DE OCAMPO,ZITÁCUARO,MN,19.2613849,-100.212695
804,16003,MICHOACÁN DE OCAMPO,ÁLVARO OBREGÓN,MN,19.4934701,-101.0218546
916,17001,MORELOS,AMACUZAC,MS,18.3600006,-99.2210251
917,17002,MORELOS,ATLATLAHUCAN,MS,18.5610575,-98.5357031
918,17003,MORELOS,AXOCHIAPAN,MS,18.3008663,-98.4514683
919,17004,MORELOS,AYALA,MS,18.4601512,-98.585571
949,17034,MORELOS,COATETELCO,MS,18.4349749,-99.1937407
920,17005,MORELOS,COATLÁN DEL RÍO,MS,18.4439068,-99.2605282
921,17006,MORELOS,CUAUTLA,MS,18.4846038,-98.5718953
922,17007,MORELOS,CUERNAVACA,MS,18.5518418,-99.1405629
923,17008,MORELOS,EMILIANO ZAPATA,MS,18.5027543,-99.1059674
2513,17036,MORELOS,HUEYAPAN,MS,18.5306484,-98.4126463
924,17009,MORELOS,HUITZILAC,MS,19.0144519,-99.160283
925,17010,MORELOS,JANTETELCO,MS,18.4254741,-98.4638283
926,17011,MORELOS,JIUTEPEC,MS,18.5255108,-99.1037914
927,17012,MORELOS,JOJUTLA,MS,18.3659639,-99.1051757
928,17013,MORELOS,JONACATEPEC DE LEANDRO VALLE,MS,18.4050485,-98.4811603
929,17014,MORELOS,MAZATEPEC,MS,18.4359464,-99.2201099
930,17015,MORELOS,MIACATLÁN,MS,18.4611937,-99.2136955
951,17999,MORELOS,NO ESPECIFICADO,MS,,
931,17016,MORELOS,OCUITUCO,MS,18.5239694,-98.4632511
932,17017,MORELOS,PUENTE DE IXTLA,MS,18.370075,-99.1925325
933,17018,MORELOS,TEMIXCO,MS,18.5042984,-99.1326915
948,17033,MORELOS,TEMOAC,MS,18.4620334,-98.4640955
